Num,Pub_date,Type_actor,Political_actor,Document,Condensed_function,actor,theme,quote,year,time_bin
1419,2021-02-24,Senate,Steve Daines (R-MT),Daines presses Haaland: Hearing to continue today,Legislature,Legislature,State_of_science,1) Why would you sponsor a bill like that when the science tells us the bear numbers are well above the recovery targets? he asked citing the Greater Yellowstone Ecosystem as an example. 2) Rep. Haaland wont commit to following the science to delist species and even co-sponsored a bill to provide federal protections of the grizzly in perpetuity. To ignore science is detrimental for Montana.,2021,Recent
1421,2021-11-18,Congress (House),Matt Rosendale (R-MT),Rep. Rosendale Offers Amendments on the Greater Sage-Grouse Grizzly Bear and Gray Wolf,Legislature,Legislature,Law_detailed,There is no doubt in my mind that the Endangered Species Act is broken Representative Rosendale said. The Left uses the Endangered Species Act to hinder energy production farming ranching and resource extraction. Its extremely disappointing that instead of devoting our time and attention to addressing a very real issue that affects millions of Americans this committee is focusing on adding on more red tape and expanding species conservation abroad.,2021,Recent
1421,2021-11-18,Congress (House),Matt Rosendale (R-MT),Rep. Rosendale Offers Amendments on the Greater Sage-Grouse Grizzly Bear and Gray Wolf,Legislature,Legislature,State_of_science,There is no doubt in my mind that the Endangered Species Act is broken Representative Rosendale said. The Left uses the Endangered Species Act to hinder energy production farming ranching and resource extraction. Its extremely disappointing that instead of devoting our time and attention to addressing a very real issue that affects millions of Americans this committee is focusing on adding on more red tape and expanding species conservation abroad.,2021,Recent
1428,2021-03-07,Congress (House of Representatives),Bruce Gillespie Montana Reprentative R-Ethridge,Experts: Grizzly bills put delisting at risk,Legislature,Legislature,Law_detailed,The measures include two by Rep. Bruce Gillespie R-Ethridge. Senate Bill 98 would declare that killing a grizzly bear which was threatening to kill a person or livestock is an absolute defense (against) being charged with a crime.,2021,Recent
1428,2021-03-07,Congress (House of Representatives),Bruce Gillespie Montana Reprentative R-Ethridge,Experts: Grizzly bills put delisting at risk,Legislature,Legislature,State_of_science,Gillespie’s Senate Joint Resolution 18 calls for doing just that — as a message from the Legislature to Congress. It advocates for delisting the grizzly populations in the Northern Continental Divide and Greater Yellowstone ecosystems and re-evaluation of the usefulness of the Cabinet-Yaak ecosystem due to Public safety and economic challenges.It calls for new conflict management plans in the NCDE sufficient federal funding for grizzly management while the bears remain under federal oversight and encouragement for the FWS to revisit its recovery plans for the Cabinet-Yaak and Bitterroot recovery zones to include the latest science related to genetic connectivity and population targets.,2021,Recent
1428,2021-03-07,Congress (House of Representatives),Bruce Gillespie Montana Reprentative R-Ethridge,Experts: Grizzly bills put delisting at risk,Legislature,Legislature,Human_wildlife_conflict,In support of his bill Gillespie said residents along the Rocky Mountain Front where he lives felt stuck in a time capsule where the grizzlies remain protected under the Endangered Species Act but people now suffer getting killed or mauled along with lots of property damage from bears.The grizzly has moved onto private residential property presenting many human safety concerns Gillespie said. Montana citizens have a right to protect themselves their property and livestock from wild animals.,2021,Recent
1429,2021-03-07,Senate,Mike Lang Montana Senator R-Malta,Experts: Grizzly bills put delisting at risk,Legislature,Legislature,Law_detailed,Sen. Mike Lang R-Malta said his Senate Bill 337 proposed prohibiting the Montana FWP from relocating any grizzly bears captured while causing conflict outside a federal recovery zone. It would also limit FWP relocations within recovery zones to only those places already approved for relocation.,2021,Recent
1430,2022-03-19,Senate,Steve Daines (R-MT),Sen. Daines Rep. Rosendale Push Biden Admin to Respond to Gianfortes,Legislature,Legislature,Recovery_goals,The recovery criteria has been achieved for eight consecutive years and during this time the State Tribes local government and private entities have collaborated to ameliorate threats to the species and establish regulatory mechanisms to conserve habitat and the species into the future.,2022,Recent
1431,2017-11-05,Congress (House of Repreentatives),Rob Bishop Representative (R-Utah),Powerful lawmaker wants to ‘invalidate’ the Endangered Species Act. He’s getting close.: For decades Rep. Rob Bishop has wanted to undo the law. Under Trump victory is within his grasp.,Legislature,Legislature,State_of_science,It has never been used for the rehabilitation of species. Its been used for control of the land Bishop said this year. Weve missed the entire purpose of the Endangered Species Act. It has been hijacked.,2017,During II
1442,2005-11-30,Congress (House of Representatives),Richard Pombo Representative R-Calif.,Good stewardship: [Third Edition],Legislature,Legislature,State_of_science,Meanwhile Rep. Richard Pombo R-Calif. has introduced a bill -- already approved by the House -- that would gut the very law that has allowed the bears recovery. Mr. Pombo has argued that the Endangered Species Act is a failure because few species have been brought back to full recovery.,2005,Before
1460,2023-06-04,Senate,Steve Daines Montana Senator,Yellowstone bears STILL FAT,Legislature,Legislature,Recovery_goals,It is past time to celebrate this recovery delist the bears and return the management back to the states Montana Sen. Steve Daines said in a May committee hearing.,2023,Recent
1463,2018-09-28,Congress (House of Representatives),Rob Bishop Representative (R-Utah),GOP revs up calls to rewrite Endangered Species Act,Legislature,Legislature,State_of_science,Science and best practices rather than litigation and judges should guide our decisions Rep. Rob Bishop (R-Utah) chair of the House committee said Wednesday during the hearing.Everything needs to be updated occasionally Bishop added. Its been far too long since this was updated.,2018,During II
